id,name,time,other names,类型
A1371,三眼神童,['1990年10月18日'],none,"['科幻', '战斗', '奇幻']"
A1372,恶玉DRIVE,['2020年10月8日'],['全员恶玉'],['战斗']
A1373,装甲骑兵 最后的红肩队,none,none,"['科幻', '机战', '爱情']"
A1374,烤焦面包,['2001年11月5日'],['Kogepan'],"['治愈', '励志', '萌']"
A1375,鲁邦三世：沃尔特P38,['1997年8月1日'],none,['搞笑']
A1376,某个旅人的日记,['2003年3月19日'],['The Diary of Tortov Roddle'],['治愈']
A1377,海绵宝宝 第三季,['2002年1月21日'],none,"['搞笑', '日常', '奇幻']"
A1378,夜樱四重奏 花之歌,['2013年10月6日'],['Yozakura Quartet Hana no Uta'],"['后宫', '百合', '奇幻', '战斗']"
A1379,四月是你的谎言 OAD,none,none,"['恋爱', '青春', '治愈', '校园', '催泪']"
A1380,灼眼的夏娜,['2005年10月5日'],none,"['奇幻', '萌', '战斗', '校园', '恋爱']"
A1381,怪医黑杰克21,['2006年4月10日'],none,"['治愈', '科幻']"
A1382,宝莲灯,none,['Lotus Lantern'],['奇幻']
A1383,超时空要塞7 银河在呼唤我,none,['Macross 7 the Movie'],"['科幻', '机战', '热血', '爱情']"
A1384,幽游白书 完全新作动画,none,['幽游白书 Blu-ray BOX 特典动画'],['奇幻']
A1385,GOSICK,['2011年1月7日'],['GOSICK -ゴシック-'],"['恋爱', '悬疑', '萌']"
A1386,头文字D Fifth Stage,['2012年11月9日'],['头文字D 第五部'],"['热血', '运动']"
A1387,哆啦A梦七小子 怪盗哆啦邦谜样的挑战书,none,none,"['搞笑', '科幻']"
A1388,鸭子生活,['2013年4月7日'],none,"['治愈', '搞笑']"
A1389,守望先锋：双龙,['2016年5月16日'],none,"['3D', '机战']"
A1390,铁马少年,['2007年4月3日'],['オーバードライヴ'],"['热血', '运动', '治愈']"
A1391,人生Best Ten,['2013年3月17日'],['成年女性的动画时间'],['恋爱']
A1392,怪盗Joker2,['2015年4月6日'],['Mysterious Joker2'],"['子供向', '奇幻']"
A1393,信长的忍者,['2016年10月4日'],['忍者少女千鸟'],"['搞笑', '萌']"
A1394,鲁邦三世 宝物返还大作战,['2003年8月1日'],none,['搞笑']
A1395,星舰驾驶员,['2005年1月5日'],['starship operators'],['科幻']
A1396,爆炸头武士,['2007年1月4日'],['アフロサムライ'],"['动作', '战斗', '血腥', '热血', '科幻']"
A1397,枪心剑刃,['2005年7月4日'],['枪与剑'],"['机战', '科幻']"
A1398,魔法使的新娘 等待繁星之人,none,['魔法使之嫁 OAD'],"['奇幻', '治愈', '恋爱']"
A1399,图书馆战争 革命之翼,none,['Toshokan Sensou Kakumei no Tsubasa'],"['科幻', '恋爱']"
A1400,牵牛花与加濑同学。,none,none,"['百合', '恋爱', '校园', '青春', '日常']"
A1401,竹刀少女,['2007年10月1日'],['竹剑'],"['校园', '百合', '青春', '运动', '搞笑', '萌']"
A1402,名侦探柯南 世纪末的魔术师,none,none,['悬疑']
A1403,路人女主的养成方法,['2015年1月8日'],['冴えないヒロインの育てかた'],"['后宫', '校园', '恋爱', '搞笑', '日常', '青春', '萌']"
A1404,守护者联盟,none,['守护者的崛起'],"['治愈', '萌', '奇幻', '3D', '搞笑']"
A1405,白色相簿2,['2013年10月5日'],['WHITE ALBUM 2'],"['恋爱', '校园', '后宫', '青春']"
A1406,鬼牌游戏,['2016年4月5日'],['JOKER GAME'],['悬疑']
A1407,天堂餐馆,['2009年4月8日'],['Ristorante Paradiso'],"['治愈', '纯爱']"
A1408,翼神传说 多元变奏曲,none,['翼神世音 多元變奏曲'],['科幻']
A1409,舞动青春,['2017年7月8日'],none,"['运动', '热血', '青春', '励志']"
A1410,今天的五年二班 OVA,none,['今天的5年2班'],"['校园', '治愈', '搞笑', '萌', '日常', '恋爱']"
A1411,超级无敌掌门狗之世纪大骗兔,none,none,"['搞笑', '治愈', '奇幻']"
A1412,军火女王 PERFECT ORDER,['2012年10月9日'],['军火女王 第2期'],"['战斗', '热血', '动作', '冒险']"
A1413,剧场版 心理测量者,none,['剧场版 PSYCHO-PASS 心理测量者'],"['科幻', '战斗']"
A1414,雨之城,['2011年3月10日'],none,['治愈']
A1415,寒蝉鸣泣之时 业,['2020年10月1日'],['秋蝉鸣泣之时 业'],"['悬疑', '惊悚']"
A1416,魔女之旅,['2020年10月2日'],none,"['百合', '奇幻', '治愈', '日常']"
A1417,怪老头儿,['1992年'],['怪老头'],"['猎奇', '奇幻']"
A1418,剧场版 银河机攻队Majestic Prince 觉醒的基因,none,none,"['科幻', '机战', '战斗']"
A1419,暗杀教室,['2015年1月9日'],none,"['搞笑', '校园', '治愈', '战斗', '热血', '日常', '奇幻']"
A1420,GA 艺术科美术设计班,['2009年7月6日'],none,"['萌', '治愈', '日常', '校园', '百合', '搞笑']"
A1421,未来都市NO.6,['2011年7月7日'],none,"['科幻', 'BL', '耽美']"
A1422,乐高大电影,none,['Lego: The Piece of Resistance'],"['搞笑', '3D', '动作', '励志']"
A1423,世界第一初恋 情人节篇,none,['世界一初恋 情人节篇'],"['BL', '耽美']"
A1424,返乡战士,['2002年9月7日'],['帝皇战纪'],"['科幻', '机战', '搞笑']"
A1425,花丸幼稚园,['2010年1月10日'],none,"['治愈', '萌', '日常', '搞笑']"
A1426,天方魔谭MAGI 第二季,['2013年10月6日'],['魔笛magi 第二季'],"['奇幻', '热血', '战斗', '冒险', '搞笑']"
A1427,请吃红小豆吧！,['2018年7月5日'],['红小豆的工作日常'],"['治愈', '搞笑', '萌', '日常']"
A1428,炎之蜃气楼～水际的反逆者～,none,['炎之蜃气楼～水畔的叛逆者～'],"['BL', '耽美']"
A1429,Yes! 光之美少女5 GO GO!,['2008年2月3日'],['555'],"['子供向', '百合', '校园', '恋爱', '奇幻']"
A1430,夜思,['2018年8月17日'],['中国唱诗班之夜思'],[]
A1431,Fate/Zero Remix,['2012年3月25日'],['フェイト/ゼロ Remix'],"['战斗', '奇幻', '热血', '猎奇']"
A1432,青之驱魔师,['2011年4月17日'],['蓝色驱魔师'],"['热血', '战斗', '奇幻']"
A1433,魔法使的新娘,['2017年10月7日'],['魔法使之嫁'],"['奇幻', '治愈', '恋爱']"
A1434,宣告黎明的露之歌,none,['Lu over the wall'],"['奇幻', '治愈', '青春']"
A1435,光速蒙面侠21,['2005年4月6日'],['光速跑者21号'],"['热血', '运动', '搞笑']"
A1436,滑头鬼之孙～千年魔京～,['2011年7月3日'],['滑头鬼之孙 2期'],"['热血', '奇幻', '战斗']"
A1437,动画制作进行 黑美,none,['黑美 动画制作进行'],"['励志', '职场', '搞笑', '治愈']"
A1438,校园乌托邦 学美向前冲！,['2007年1月7日'],['学美向前冲'],"['百合', '励志', '校园', '青春', '萌', '治愈', '搞笑']"
A1439,骷髅13,['2008年4月11日'],none,[]
A1440,星界的断章 诞生,['2000年4月7日'],['星界の紋章 番外編'],['科幻']
A1441,摇曳百合、,none,['ゆるゆりてん'],"['百合', '搞笑', '日常', '治愈', '萌', '校园']"
A1442,碧蓝之海,['2018年7月13日'],['GRAND BLUE'],"['搞笑', '日常', '校园', '运动', '青春', '恋爱']"
A1443,七大罪,['2014年10月5日'],['The Seven Deadly Sins'],"['热血', '奇幻', '战斗', '冒险']"
A1444,虎面人W,['2016年10月1日'],['老虎假面W'],['战斗']
A1445,我叫MT 第一季,['2009-07-09'],none,"['欢乐', '搞笑', '热血']"
A1446,放学后海堤日记,['2020年4月7日'],['放学后堤防日志'],"['日常', '百合', '治愈', '萌', '搞笑']"
A1447,偶像活动Stars 第二年,['2017年4月6日'],['偶像活动Stars 星之翼'],[]
A1448,名侦探柯南 瞳孔中的暗杀者,none,none,['悬疑']
A1449,我的英雄学院,['2016年4月3日'],['我英'],"['热血', '战斗', '校园', '奇幻', '励志']"
A1450,记录的地平线 第二季,['2014年10月4日'],['Log Horizon 2'],"['战斗', '奇幻', '恋爱', '穿越', '热血', '后宫', '科幻']"
A1451,宇宙战舰大和号2199 星巡的方舟,none,none,['科幻']
A1452,我家也有外星人,['2000年4月26日'],['ニア アンダーセブン'],"['治愈', '科幻', '百合', '日常', '搞笑']"
A1453,住宅区友夫,['2013年4月6日'],['团地友夫'],['治愈']
A1454,百合星人奈绪子 OVA,none,['百合星人奈緒子美眉'],"['百合', '搞笑', '奇幻']"
A1455,分身战士,['2001年7月4日'],['超能奇兵'],"['热血', '科幻', '战斗']"
A1456,橙路 那个夏天的开始,none,none,"['爱情', '恋爱']"
A1457,名侦探柯南 引爆摩天楼,none,none,['悬疑']
A1458,海贼王 梅利特别篇 另一位伙伴的故事,['2013年8月24日'],['海贼王 梅丽号特别篇～另一个伙伴的故事～'],"['催泪', '热血', '奇幻']"
A1459,夜樱四重奏 月之泣,none,['ヨザクラカルテット〜ツキニナク〜'],['奇幻']
A1460,怪物家族,['2011-4'],none,"['治愈', '搞笑']"
A1461,.hack//量子,none,['黑客量子战役'],['科幻']
A1462,魔法少女奈叶 Reflection,none,['Mahou Shoujo Lyrical Nanoha Reflection'],"['百合', '战斗']"
A1463,轻声密语,['2009年10月7日'],none,"['百合', '治愈', '校园', '日常', '恋爱', '搞笑']"
A1464,银河天使X,['2004年7月7日'],none,"['搞笑', '科幻']"
A1465,猫眼女枪手,none,['Gun smith Cats'],['搞笑']
A1466,到另一个你的身边去,['2005年10月11日'],['Noein: To Your Other Self'],['科幻']
A1467,和殿下一起 1分钟剧场,['2010年7月5日'],['与主攻一基 一分钟剧场'],"['搞笑', 'BL']"
A1468,新撰组异闻录-铁,['2003年10月7日'],none,['热血']
A1469,风灵玉秀,['2017年4月1日'],none,"['百合', '战斗', '萌']"
A1470,至爱梵高,none,['致梵高的爱'],['治愈']
A1471,犬夜叉 天下霸道之剑,none,['Inu Yasha: Swords of an Honorable Ruler'],"['热血', '奇幻', '战斗', '恋爱']"
A1472,钻石王牌 act2,['2019年4月2日'],['钻石王牌 第2部'],"['热血', '运动']"
A1473,冰上的尤里,['2016年10月5日'],['勇利!!! on ICE'],"['运动', 'BL', '耽美']"
A1474,野良神 ARAGOTO,['2015年10月2日'],['野良神 荒事'],"['战斗', '奇幻', '搞笑', '热血', '恋爱', '治愈']"
A1475,变相怪杰,['1995-08-12'],['摩登大圣'],"['搞笑', '奇幻']"
A1476,丁丁历险记第一季,['1991-10-02'],none,"['冒险', '悬疑', '子供向']"
A1477,噬血狂袭 IV,none,['噬血狂袭 第四季'],"['后宫', '战斗']"
A1478,无头骑士异闻录×2 转,['2015年7月4日'],none,['奇幻']
A1479,白色相簿 下半编章,['2009年10月2日'],none,"['恋爱', '后宫', '爱情']"
A1480,火影忍者 剧场版 博人传,none,['火影忍者 剧场版 BORUTO'],"['热血', '战斗', '奇幻']"
A1481,时间飞船,['1975-10-04'],none,['穿越']
A1482,一人之下 第二季,['2017年10月27日'],['一人之下2'],"['战斗', '奇幻', '热血', '搞笑']"
A1483,足球小将,['1983年10月13日'],none,"['热血', '运动']"
A1484,新石纪,['2019年7月5日'],['石纪元'],"['热血', '战斗', '科幻', '搞笑', '奇幻']"
A1485,鸭子侦探,['2000年9月1日'],none,"['恐怖', '悬疑']"
A1486,机动战士高达独角兽 RE:0096,['2016年4月3日'],['機動戦士ガンダムUC RE:0096'],"['科幻', '机战', '战斗']"
A1487,蝙蝠侠：红头罩之下,none,['蝙蝠侠：决战红帽火魔'],"['科幻', '动作']"
A1488,我的青春恋爱物语果然有问题 OVA,none,none,"['校园', '恋爱', '后宫', '日常', '青春', '搞笑']"
A1489,白色相簿,['2009年1月3日'],['白色相册'],"['恋爱', '爱情', '后宫']"
A1490,哆啦A梦 大雄的恐龙,none,['Doraemon: Nobita no Kyouryuu'],"['搞笑', '奇幻', '科幻']"
A1491,声之形,none,['the shape of voice'],"['校园', '治愈', '恋爱', '青春']"
A1492,我要上太空,['2003年11月1日'],['麦穗星之梦'],"['科幻', '治愈', '励志', '奇幻']"
A1493,幻想万华镜 花之异变之章,none,none,"['萌', '百合']"
A1494,迷你偶像,['2013年1月1日'],['ぷちます! -PETIT IDOLM@STER-'],"['搞笑', '萌', '日常']"
A1495,偶像大师 闪耀祭典,none,['アイドルマスター シャイニーフェスタ'],['百合']
A1496,结城友奈是勇者 -鹫尾须美之章- 第3章 约定,none,none,"['百合', '战斗', '致郁', '奇幻']"
A1497,奇幻贵公子,['2006年10月3日'],['恶灵猎人'],"['惊悚', '恐怖', '奇幻', '悬疑', '猎奇']"
A1498,天地无用! 魉皇鬼 第3期,none,none,"['后宫', '搞笑', '科幻']"
A1499,逮捕令 Special,['1999年3月29日'],none,"['搞笑', '百合', '日常']"
A1500,银魂 JUMP动画巡回展 2014,none,['銀魂 ジャンプアニメツアー 2014'],"['搞笑', '热血']"
A1501,骑乘挑战,none,['Riding Bean'],[]
A1502,秀逗魔导士SPECIAL,none,['スレイヤーズSPECIAL'],"['搞笑', '奇幻']"
A1503,秘封活动记录　～ The Sealed Esoteric History.,none,none,['百合']
A1504,剧场版∀高达I 地球光,none,['Turn A高达 剧场版 地球光'],"['科幻', '机战', '热血']"
A1505,超扯童话血多,['2008-11-04'],['Little Match Girl'],['搞笑']
A1506,超时空要塞 Flash Back 2012,none,['Macross Flash Back 2012'],"['科幻', '爱情', '机战']"
A1507,路人女主的养成方法 ♭,['2017年4月6日'],['冴えない彼女の育てかた フラット'],"['后宫', '校园', '恋爱', '日常', '搞笑']"
A1508,剧场版 精灵宝可梦超世代：七夜的许愿星 基拉祈,none,['電影版 神奇寶貝超世代：七夜の許願星 基拉祈'],"['奇幻', '冒险', '子供向']"
A1509,BLOOD+,['2005年10月8日'],['ブラッドプラス'],"['奇幻', '战斗', '血腥', '猎奇']"
A1510,魔女猎人罗宾,['2002年7月2日'],['ウイッチハンターロビン'],['科幻']
A1511,Da!Da!Da!,['2000年4月4日'],['UFO Baby'],"['爱情', '恋爱', '搞笑', '校园']"
A1512,电波系彼女,none,none,"['悬疑', '猎奇']"
A1513,海豚便利店,none,['海豚便利屋'],"['搞笑', '治愈']"
A1514,精灵宝可梦XY&amp;Z,['2015年10月29日'],['口袋妖怪XY&amp;Z'],"['子供向', '热血', '奇幻', '战斗', '冒险']"
A1515,那一天的她们,['2018年3月23日'],['22/7'],"['日常', '百合']"
A1516,复苏的天空 -救援之翼-,['2006年1月8日'],['苏醒的天空'],"['科幻', '治愈']"
A1517,银河英雄传说外传 第三次提亚马特会战,none,['The Third Tiamat Battle'],['科幻']
A1518,玉响～more aggressive～ OVA,none,['幸福光斑 OVA'],"['治愈', '日常', '萌', '青春']"
A1519,Fate/kaleid liner 魔法少女☆伊莉雅 2wei Herz!,['2015年7月24日'],['Fate/kaleid liner 魔法少女☆伊莉雅 2WEI HERZ!（第三季）'],"['百合', '战斗', '奇幻', '萌', '日常', '搞笑']"
A1520,无责任舰长,['1993年1月25日'],none,"['搞笑', '科幻']"
A1521,食戟之灵 贰之皿,['2016年7月2日'],['食戟之灵 第二季'],"['美食', '热血', '搞笑', '后宫', '校园']"
A1522,月神,none,['月光光'],"['3D', '奇幻']"
A1523,聪明的一休,['1975年10月15日'],['机灵小和尚'],[]
A1524,柯赛特的肖像,none,['珂赛特的肖像'],['猎奇']
A1525,秀逗魔导士EXCELLENT,none,['スレイヤーズEXCELLENT'],"['搞笑', '奇幻']"
A1526,冲吧烈子,['2018-04-20'],['爆发吧烈子'],['职场']
A1527,死亡游行,['2015年1月9日'],['Death Parade'],"['奇幻', '悬疑']"
A1528,龙与魔女,none,['バーン・ザ・ウィッチ'],"['奇幻', '战斗', '热血']"
A1529,我的妹妹哪有这么可爱！,['2010年10月3日'],['俺妹'],"['后宫', '恋爱', '搞笑', '校园', '日常', '萌']"
A1530,最游记外传,none,none,"['奇幻', '热血']"
A1531,CLAMP仙境,none,none,"['治愈', '乙女']"
A1532,THE八犬传,none,['The Hakkenden: The legend of THE DOG WARRIORS'],[]
A1533,棒球英豪2 再见的礼物,none,['邻家女孩剧场版 再见的礼物'],['校园']
A1534,恋风,['2004年4月1日'],none,"['恋爱', '治愈']"
A1535,一周的朋友。,['2014年4月6日'],['一周的朋友'],"['治愈', '校园', '恋爱', '日常', '致郁', '青春', '催泪']"
A1536,钱进球场 第二季,['2018年10月5日'],none,"['职场', '运动', '搞笑', '日常']"
A1537,我们的存在,['2006年7月5日'],['曾经的我们'],"['恋爱', '治愈', '校园', '爱情', '催泪', '青春']"
A1538,信长的忍者 伊势·金崎篇,['2017年4月7日'],['信长的忍者 第二季'],['搞笑']
A1539,光之美少女全明星DX2 希望之光☆守护彩虹宝石!,none,['光之美少女 All Stars DX2 希望之光☆守护彩虹宝石！'],['百合']
A1540,死亡台球,none,['死囚池'],"['悬疑', '奇幻']"
A1541,91天,['2016年7月8日'],['91 Days'],"['悬疑', '战斗']"
A1542,街角的童话,none,['Radio City Fantasy'],['恋爱']
A1543,科拉传奇 第四季：平衡,['2014-10-03'],none,"['百合', '战斗', '奇幻', '科幻', '动作', '冒险', '热血']"
A1544,魔法少女小圆 新作概念视频,none,['Puella Magi Madoka Magica Concept Movie'],"['百合', '萌', '奇幻']"
A1545,幼女战记 剧场版,none,['谭雅战记 剧场版'],"['战斗', '穿越', '奇幻']"
A1546,暴力云与送子鹳,none,['晴时多云'],"['治愈', '萌', '3D', '奇幻']"
A1547,宝贝我爱你,['2018年12月12日'],['ロッテ創業70周年記念スペシャルアニメーション'],['恋爱']
A1548,Code Geass 反叛的鲁路修 暗黑的背叛,none,['叛逆的鲁路修特别篇：暗黑的背叛'],"['机战', '热血', '战斗', '奇幻', '科幻']"
A1549,装甲骑兵 孤影再临,none,none,"['机战', '科幻']"
A1550,读或死 TV,['2003年9月1日'],['读或死TV'],"['百合', '动作', '奇幻', '战斗', '科幻']"
A1551,剧场版 超时空要塞F 虚空歌姬,none,['マクロスF 虚空歌姫 ~イツワリノウタヒメ~'],"['科幻', '恋爱', '机战']"
A1552,秀逗魔导士PREMIUM,none,none,"['搞笑', '奇幻']"
A1553,FREEDOM,none,['自由'],"['科幻', '3D']"
A1554,NOIR,['2001年4月5日'],['黑色天使'],"['百合', '战斗']"
A1555,电影少女,none,none,['恋爱']
A1556,大雄与白金迷宫,none,none,"['科幻', '搞笑']"
A1557,安达与岛村,['2020年10月8日'],['樱与抱月'],"['百合', '校园', '恋爱', '日常']"
A1558,少年科学俱乐部,none,['少年科學倶楽部'],['科幻']
A1559,女神异闻录3 剧场版 第四章 重生之冬,none,['ペルソナ3 劇場版'],"['奇幻', '战斗']"
A1560,豹头王传说,['2009年4月5日'],['GUIN SAGA'],['奇幻']
A1561,美女与野兽,none,['Beauty and the Beast'],"['爱情', '恋爱']"
A1562,骚动时节的少女们啊,['2019年7月5日'],none,"['恋爱', '校园', '青春', '搞笑', '日常', '百合']"
A1563,某科学的超电磁炮 OVA,none,['科学超电磁炮 OVA'],"['百合', '校园', '科幻', '战斗', '奇幻', '日常', '搞笑', '后宫']"
A1564,天降之物f,['2010年10月1日'],['そらのおとしものｆ（フォルテ）'],"['后宫', '搞笑', '校园', '奇幻', '恋爱', '日常']"
A1565,+模型姐妹,none,['+TIC姐姐'],"['搞笑', '百合', '日常', '校园']"
A1566,天使的小生意气,['2002年4月6日'],none,"['搞笑', '校园', '恋爱']"
A1567,甜甜私房猫 OAD,none,['甜甜起司猫 OAD'],"['治愈', '萌', '搞笑']"
A1568,无头骑士异闻录×2 结,['2016年1月9日'],none,"['奇幻', '战斗']"
A1569,悬崖上的金鱼姬,none,['Ponyo'],"['奇幻', '治愈']"
A1570,鲁邦三世：见鬼去吧！诺查丹玛斯,none,none,[]
A1571,水果篮子 第二季,['2020年4月6日'],['幻影天使'],"['恋爱', '治愈', '奇幻', '乙女', '校园', '青春']"
A1572,装甲骑兵 幻影篇,none,none,"['机战', '科幻']"
A1573,南方公园 第22季,['2018年9月26日'],none,['搞笑']
A1574,钻石王牌 OAD,none,none,"['运动', '热血']"
A1575,Endro~！,['2019年1月12日'],['勇者企划Endro~!'],"['百合', '萌', '搞笑', '奇幻', '日常', '治愈', '冒险']"
A1576,我的女神 战斗之翼,['2007年12月8日'],none,"['治愈', '恋爱']"
A1577,罗德斯岛战记-英雄骑士传-,['1998年4月1日'],['罗德岛战记 英雄骑士传'],"['奇幻', '战斗', '冒险']"
A1578,花仙子,['1979年2月9日'],['Hana no Ko Run Run'],['奇幻']
A1579,结城友奈是勇者 鹫尾须美之章&amp;勇者之章,['2017年10月6日'],['結城友奈は勇者である 第2期'],"['百合', '致郁', '战斗', '萌', '奇幻', '治愈']"
A1580,雷顿教授与永远的歌姬,none,['Professor Layton: The First Movie'],['冒险']
A1581,怪盗Joker,['2014年10月6日'],['怪盜喬克'],['子供向']
A1582,纪念日快乐,['2011-6-2'],['Happy Anniversary'],"['恋爱', '欢乐']"
A1583,饿沙罗鬼,['1998年10月4日'],['Gasaraki'],['科幻']
A1584,赛马娘 Pretty Derby,['2018年4月1日'],['马娘 Pretty Derby'],"['百合', '运动', '日常', '热血', '励志']"
A1585,颠倒的帕特玛 初始之日,['2012年2月25日'],['翻转的patema 起始之日'],"['科幻', '治愈']"
A1586,来玩游戏吧 OAD,none,['游戏三人娘 OAD'],"['搞笑', '日常', '校园', '百合']"
A1587,侵略！？乌贼娘,['2011年9月27日'],['侵略乌贼娘 二期'],"['萌', '治愈', '搞笑', '日常', '百合', '欢乐']"
A1588,秦时明月之夜尽天明,['2008年7月17日'],['The Legend of Qin II'],"['3D', '热血', '战斗']"
A1589,陆奥圆明流外传 修罗之刻,['2004年4月6日'],none,['战斗']
A1590,罗马浴场,['2012年1月12日'],['基佬秘汤'],"['搞笑', '穿越', '欢乐']"
A1591,精灵世纪,['2006'],none,"['3D', '治愈', '萌', '科幻']"
A1592,迷宫物语,none,['迷宮物語'],['科幻']
A1593,暴力宇宙海贼 剧场版 亚空的深渊,none,['Bodacious Space Pirates the Movie'],"['科幻', '百合']"
A1594,魔动王,['1989年4月7日'],['超级使者'],"['热血', '机战', '战斗', '奇幻']"
A1595,秀逗魔导士 剧场版,none,['Slayers: The Motion Picture'],"['搞笑', '奇幻']"
A1596,机甲猎兵迈罗林克,none,['装甲骑兵外传'],"['科幻', '机战']"
A1597,漂流武士,['2016年10月7日'],['Drifters'],"['战斗', '奇幻', '穿越', '热血', '血腥']"
A1598,四驱兄弟,['1996年1月8日'],['四驱兄弟 第一期'],['热血']
A1599,紫罗兰永恒花园,['2018年1月10日'],['薇尔莉特·伊芙加登'],"['奇幻', '治愈', '催泪', '日常', '恋爱']"
A1600,剑网3·侠肝义胆沈剑心,['2018年9月21日'],['剑网3 番外动画 侠肝义胆沈剑心'],"['搞笑', '3D', '战斗', '欢乐']"
A1601,天地无用!,['1995年4月2日'],['天地无用'],"['后宫', '搞笑', '科幻']"
A1602,爱丽丝学园,['2004年10月30日'],['学院爱丽丝'],"['校园', '搞笑', '萌', '恋爱', '治愈']"
A1603,.hack//世界的彼方,none,['黑客世界的彼方'],"['3D', '科幻', '治愈', '奇幻']"
A1604,科拉传奇 第二季：神灵,['2013年9月13日'],none,"['奇幻', '动作', '热血', '战斗', '冒险']"
A1605,Code Geass 反叛的鲁路修R2 零之镇魂曲,none,['叛逆的鲁路修特别篇：零之镇魂曲'],"['机战', '战斗', '热血', '科幻', '奇幻']"
A1606,信蜂 ～光与蓝的幻想夜话～,none,none,"['治愈', '奇幻']"
A1607,和殿下一起,none,none,['搞笑']
A1608,大雄与动物行星,none,none,"['科幻', '搞笑']"
A1609,机动警察迷你版,none,['迷你机动警察'],['搞笑']
A1610,暖心日记,['2016年6月6日'],['honobono log'],"['治愈', '恋爱', '日常']"
A1611,棒球英豪 没有背号的王牌投手,none,['Touch The Movie Ace without No'],"['校园', '恋爱']"
A1612,樱花大战 轰华绚烂,none,['樱花大战OVA2'],"['科幻', '机战']"
A1613,H2 好逑双物语,['1995年6月1日'],none,"['恋爱', '校园', '运动']"
A1614,徒然Children,['2017年7月4日'],['徒然喜欢你'],"['恋爱', '校园', '搞笑', '日常', '青春']"
A1615,写真馆,none,['照相館'],['治愈']
A1616,光之美少女 Splash Star 滴答危机一发,none,['剧场版 两个人是Precure！Splash☆Star 滴答滴答千钧一发！'],['百合']
A1617,阿茹茉妮,none,['HARMONIE'],"['校园', '奇幻', '恋爱', '治愈', '青春']"
A1618,幻想万华镜 永夜异变之章,none,none,[]
A1619,魔力女管家特别篇 我回来了◆欢迎回来,['2009年10月17日'],none,"['治愈', '科幻', '搞笑', '后宫', '日常']"
A1620,立食师列传,none,none,['搞笑']
A1621,刺客信条：余烬,none,none,[]
A1622,十字路口,['2014年2月25日'],['CrossRoad'],"['青春', '励志', '治愈', '恋爱']"
A1623,小鹿斑比,none,none,[]
A1624,刀剑神域,['2012年7月7日'],['Sword Art Online'],"['后宫', '战斗', '科幻', '恋爱', '奇幻', '热血']"
A1625,Fate/stay night,['2006年1月6日'],['フェイト/ステイナイト'],"['奇幻', '战斗', '热血']"
A1626,青之6号,none,['青之六号'],"['科幻', '3D']"
A1627,天元突破 Parallel Works 2,none,['天元突破小剧场2'],[]
A1628,Go! Princess 光之美少女：Go!Go!!豪华三合一!!!,none,none,"['3D', '百合', '萌']"
A1629,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,['1990年10月17日'],"['Dragon Ball Z Special 1: Bardock, The Father of Goku']","['战斗', '热血']"
A1630,青春笨蛋少年不做怀梦美少女的梦,none,['青春豬頭少年不會夢到懷夢美少女'],"['恋爱', '校园', '爱情', '青春', '奇幻']"
A1631,小美人鱼,none,none,['恋爱']
A1632,闪灵二人组,['2002年10月5日'],['ゲットバッカーズ－奪還屋－'],"['战斗', '热血']"
A1633,0号宿舍,['2018年9月28日'],['零号宿舍'],"['搞笑', '校园', '日常', '治愈']"
A1634,星蝶公主 第一季,['2015-01-18'],['公主闖天關'],"['搞笑', '奇幻']"
A1635,数码兽X进化 第十三号的皇家骑士,['2005年1月3日'],['数码暴龙X进化 第十三号的皇家骑士'],"['3D', '子供向']"
A1636,UN-GO,['2011年10月13日'],['因果日记'],"['悬疑', '奇幻']"
A1637,最终兵器彼女 Another love song,none,none,"['科幻', '恋爱', '战斗']"
A1638,大雄与银河超特急,none,['大雄与银河超特快列车'],"['科幻', '搞笑', '奇幻']"
A1639,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,['2014年7月9日'],['Fate/kaleid liner 魔法少女伊莉雅 第二季'],"['百合', '萌', '战斗', '奇幻', '搞笑', '日常']"
A1640,秀逗魔导士GORGEOUS,none,none,"['搞笑', '奇幻']"
A1641,北斗神拳2,['1987年3月12日'],none,"['热血', '战斗']"
A1642,黑社会的超能力女儿,['2018年4月6日'],['超能力女儿'],"['搞笑', '日常', '治愈', '奇幻']"
A1643,灰色的迷宫,['2015年4月12日'],['Grisaia no Meikyuu'],"['后宫', '恋爱', '校园', '战斗']"
A1644,大雄的南海大冒险,none,none,"['搞笑', '科幻', '冒险', '奇幻']"
A1645,纯情罗曼史 OAD,none,none,"['BL', '耽美', '治愈', '恋爱']"
A1646,房间露营△,['2020年1月6日'],['室内露营△'],"['日常', '百合', '治愈', '萌']"
A1647,超魔神英雄传,['1997年10月2日'],['神龙斗士'],"['奇幻', '机战', '战斗', '热血']"
A1648,七武士,['2004年6月12日'],['サムライセブン'],['科幻']
A1649,马达加斯加企鹅 第一季,['2009-11-29'],none,"['3D', '搞笑']"
A1650,剧场版 我们仍未知道那天所看见的花的名字。,none,['那朵花 剧场版'],"['治愈', '催泪', '友情', '青春']"
A1651,IDOLiSH7-偶像星愿-,['2018年1月7日'],none,['励志']
A1652,东京残响,['2014年7月10日'],['Terror in Resonance'],"['悬疑', '科幻', '致郁']"
A1653,美少女战士S剧场版 竹取公主的恋人,none,['美少女戦士セーラームーンS かぐや姫の恋人'],[]
