id,name,time,other names,类型
A708,妄想学生会 OVA,none,none,"['搞笑', '校园', '日常', '后宫']"
A709,大欺诈师,['2020年7月8日'],['グレートプリテンダー'],"['悬疑', '搞笑']"
A710,水果篮子,['2001年7月5日'],['幻影天使'],"['治愈', '校园', '奇幻', '恋爱']"
A711,危险调查员,['1998年10月5日'],['マスターキートン'],[]
A712,成神之日,['2020年10月10日'],['成为神的那天'],"['恋爱', '奇幻', '搞笑', '日常', '治愈', '校园']"
A713,黑塔利亚 第4期,['2010年9月10日'],['Hetalia World Series 4'],"['搞笑', '萌']"
A714,向山进发 第二季,['2014年7月9日'],['劝君登山 第二季'],"['百合', '治愈', '日常', '萌', '运动']"
A715,黑塔利亚 第3期,['2010年3月26日'],['Hetalia World Series 3'],"['欢乐', '搞笑', '萌', '治愈']"
A716,NO GAME NO LIFE 游戏人生,['2014年4月9日'],['NO GAME NO LIFE'],"['搞笑', '奇幻', '后宫', '穿越']"
A717,某科学的超电磁炮,['2009年10月2日'],['科学超电磁炮'],"['百合', '校园', '战斗', '科幻', '日常', '奇幻']"
A718,请问您今天要来点兔子吗？？,['2015年10月10日'],['请问您今天要来点兔子吗？ 第二季'],"['百合', '治愈', '萌', '日常', '搞笑']"
A719,圣战士登拜因,['1983年2月5日'],none,"['科幻', '机战']"
A720,小马驹G4 第六季,['2016-03-26'],['小马驹'],"['日常', '搞笑', '百合']"
A721,妄想学生会＊ OAD,none,none,"['搞笑', '校园', '日常', '后宫']"
A722,向阳素描,['2007年1月11日'],['向阳写生'],"['百合', '治愈', '日常', '校园']"
A723,蜡笔小新 决一胜负！逆袭的机器人爸爸,none,none,"['搞笑', '治愈', '催泪']"
A724,夏目友人帐 伍,['2016年10月4日'],['夏目友人帐 五'],"['治愈', '奇幻', '日常', '校园']"
A725,嘟嘟猫观察日记,['2012年1月8日'],['嘟嘟貓觀察日記'],"['治愈', '萌', '搞笑']"
A726,咱们裸熊,['2015-07-27'],['熊熊三贱客'],"['搞笑', '萌', '治愈', '日常', '子供向']"
A727,星之梦～星之人～,none,none,"['治愈', '催泪', '科幻']"
A728,忍者杀手 特别编辑版,['2016年4月2日'],['忍者杀手SE'],"['战斗', '热血', '奇幻', '搞笑']"
A729,同级生,none,none,"['BL', '耽美', '校园', '恋爱', '治愈']"
A730,剧场版 空之境界,['2013年7月5日'],none,"['奇幻', '战斗']"
A731,苍穹之法芙娜,['2004年7月4日'],['苍穹之Fafner'],"['机战', '科幻']"
A732,监狱兔 第二季,['2007年10月8日'],['越狱兔'],"['搞笑', '3D']"
A733,起风了,none,['The Wind Rises'],"['爱情', '恋爱', '治愈']"
A734,机动战士高达 剧场版II 哀・战士,none,['机动战士高达 剧场版Ⅱ 哀·战士'],"['科幻', '机战', '热血']"
A735,黄金宝贝,none,['GOLDEN BOY'],"['搞笑', '后宫', '励志']"
A736,福星小子,['1981年10月14日'],none,"['搞笑', '奇幻']"
A737,天才嘉年华BEYOND,none,['天才嘉年华2'],[]
A738,圣斗士星矢,['1986年10月11日'],['Saint Seiya'],"['热血', '奇幻', '战斗']"
A739,ZEGAPAIN,['2006年4月6日'],['是我痛'],"['科幻', '机战']"
A740,超元气三姐妹 增量中！,['2011年1月8日'],none,"['搞笑', '日常']"
A741,名侦探柯南 通往天国的倒数计时,none,none,['悬疑']
A742,剧场版 精灵宝可梦：水都的守护神 拉帝亚斯与拉帝欧斯,none,['電影版 神奇寶貝：水都の守護神 拉帝亞斯和拉帝歐斯'],"['奇幻', '冒险']"
A743,齐木楠雄的灾难 第二季,['2018年1月16日'],none,"['搞笑', '校园', '日常', '奇幻']"
A744,夏目友人帐 陆,['2017年4月11日'],['夏目友人帐 六'],"['治愈', '奇幻', '日常', '校园']"
A745,MIX：明青故事,['2019年4月6日'],['MIX（ミックス）MEISEI STORY'],"['运动', '校园', '恋爱', '青春']"
A746,糖果男孩,['2007年11月22日'],['Candy Boy'],"['百合', '治愈', '校园']"
A747,迷糊餐厅 第三季,['2015年7月4日'],none,"['搞笑', '日常', '恋爱', '治愈', '职场', '欢乐']"
A748,剧场版 空之境界 第六章 忘却录音,none,['the Garden of sinners: Fairy Tale.'],"['奇幻', '战斗']"
A749,棒球大联盟 第六季,['2010年4月3日'],['MAJOR 6th season'],"['热血', '运动']"
A750,凉宫春日酱的忧郁,['2009年2月14日'],['小凉宫春日的忧郁'],"['搞笑', '校园', '萌']"
A751,Concrete Revolutio 超人幻想,['2015年10月4日'],['コンレボ'],"['战斗', '科幻', '奇幻']"
A752,南方公园 第2季,['1998-04-01'],none,['搞笑']
A753,幻想万华镜 红雾异变之章,none,none,[]
A754,烟草,['2019年1月9日'],['煙り草'],"['3D', '科幻', '战斗', '奇幻', '治愈']"
A755,龙珠改,['2009年4月5日'],['七龙珠改'],"['热血', '战斗']"
A756,Angel Beats!,['2010年4月2日'],['天使的心跳'],"['治愈', '催泪', '校园', '搞笑', '恋爱', '奇幻', '战斗']"
A757,NEW GAME!!,['2017年7月11日'],['NEW GAME! 第二季'],"['百合', '职场', '日常', '萌', '治愈', '搞笑']"
A758,哆啦A梦07剧场版：大雄的新魔界大冒险之7个魔法师,none,['多啦A梦大雄的新魔界大冒险'],"['奇幻', '科幻', '搞笑']"
A759,妄想学生会,['2010年7月3日'],['黄段子学生会'],"['搞笑', '校园', '日常', '后宫']"
A760,ID:INVADED,['2020年1月5日'],['异度入侵 ID:INVADED'],"['悬疑', '科幻', '奇幻']"
A761,巴加的工作室,none,['巴佳的工作室'],"['治愈', '奇幻', '萌']"
A762,头文字D Final Stage,['2014年5月16日'],['頭文字D Final Stage'],"['热血', '运动', '励志']"
A763,棒球大联盟 第五季,['2009年1月10日'],['MAJOR 5th season'],"['热血', '运动', '友情']"
A764,南方公园 第5季,['2001-06-20'],none,['搞笑']
A765,鬼灭之刃,['2019年4月6日'],['灭鬼之刃'],"['热血', '战斗', '奇幻', '搞笑']"
A766,向阳素描 特别篇,none,none,"['治愈', '百合', '日常', '萌', '校园']"
A767,南方公园 第9季,['2005-03-09'],none,['搞笑']
A768,为美好的世界献上祝福！ 第二季,['2017年1月11日'],none,"['搞笑', '后宫', '奇幻', '穿越', '冒险', '日常']"
A769,HUGtto！光之美少女♡两人是光之美少女 All Stars Memories,none,none,"['3D', '百合', '奇幻']"
A770,Daicon4 开幕动画,none,['Daicon IV'],['科幻']
A771,Love Live! 虹咲学园校园偶像同好会,['2020年10月3日'],none,"['百合', '后宫']"
A772,南方公园 第8季,['2004-03-17'],none,['搞笑']
A773,摇曳百合 3☆High!,['2015年10月5日'],['摇曳百合 第三季'],"['百合', '日常', '搞笑', '治愈', '萌', '校园']"
A774,忍者乱太郎 1期,['1993年4月10日'],none,['搞笑']
A775,灰与幻想的格林姆迦尔,['2016年1月10日'],['Grimgar of Fantasy and Ash'],"['奇幻', '战斗', '穿越', '治愈', '冒险', '日常']"
A776,中华小当家,['1997年4月27日'],['中华一番！'],"['美食', '热血']"
A777,某科学的超电磁炮S,['2013年4月12日'],['科学超电磁炮S'],"['百合', '校园', '战斗', '科幻', '日常', '奇幻', '热血']"
A778,贤治之春,['1996年12月14日'],['イーハトーブげんそう ケンジのはる'],['奇幻']
A779,银河英雄传说 Die Neue These 星乱 第3章,none,['银河英雄传说：全新命题 星乱 第3章'],['科幻']
A780,魔法少女奈叶 Detonation,none,['Mahou Shoujo Lyrical Nanoha Detonation'],"['百合', '战斗', '热血']"
A781,海月姬,['2010年10月14日'],none,"['搞笑', '治愈']"
A782,言叶之庭,none,['言语之庭'],"['爱情', '治愈', '恋爱', '青春']"
A783,Fate/stay night [Unlimited Blade Works],['2014年10月4日'],['FATE/STAY NIGHT -UBW-'],"['战斗', '奇幻', '热血', '恋爱']"
A784,佛兰德斯的狗,none,['义犬报恩'],['催泪']
A785,魔神英雄传,['1988年4月15日'],none,"['奇幻', '热血', '机战', '搞笑']"
A786,现视研 二代目,['2013年7月6日'],['现视研 第三季'],"['日常', '搞笑', '校园', '青春']"
A787,功夫兔与菜包狗,['2014年3月20日'],['Kung Fu Bunny'],"['搞笑', '动作']"
A788,亡念之扎姆德,['2008年9月24日'],"[""Xam'd: Lost Memories""]","['科幻', '机战', '奇幻']"
A789,男子高中生的日常 特典,none,none,"['搞笑', '日常', '校园']"
A790,白熊咖啡馆,['2012年4月5日'],['白熊咖啡厅'],"['萌', '治愈', '搞笑', '日常']"
A791,读或死 OVA,none,['读或死OVA'],"['百合', '动作', '奇幻', '科幻']"
A792,朝花夕誓——于离别之朝束起约定之花,none,['朝花夕誓 让誓约的花儿点缀起别离的晨曦'],"['奇幻', '治愈', '催泪']"
A793,龙的牙医,['2017年2月18日'],['Ryuu no Haisha'],"['奇幻', '战斗', '治愈']"
A794,灌篮高手 咆哮吧篮球员的灵魂！！花道和流川的灼热夏季,none,['灌篮高手 剧场版4'],"['热血', '校园']"
A795,黑塔利亚 第5期,['2013年1月25日'],['Hetalia The Beautiful World'],"['萌', '搞笑', '治愈']"
A796,夜行神龙,['1994-10-24'],none,"['战斗', '奇幻']"
A797,天书奇谭,none,['The Legend of Sealed Book'],['奇幻']
A798,雪孩子,none,none,"['治愈', '催泪', '纯爱']"
A799,魔法使光之美少女 奇迹的变身！Cure Mofurun！,none,none,"['百合', '3D', '欢乐', '奇幻']"
A800,小红帽恰恰,['1994年1月7日'],['红头巾Chacha'],"['校园', '搞笑']"
A801,金色的卡修,['2003年4月6日'],['金色のガッシュ!!'],"['搞笑', '热血', '战斗']"
A802,月光旅程 -Lift off-,['2007年3月3日'],['月光之旅'],['科幻']
A803,Re：从零开始的异世界生活 新编集版,['2020年1月1日'],none,"['奇幻', '穿越', '战斗', '恋爱']"
A804,第七届东方M-1漫才大赛,none,['上海アリス幻樂団(ZUN)'],"['搞笑', '奇幻']"
A805,记录的地平线,['2013年10月5日'],['記錄的地平線'],"['奇幻', '战斗', '穿越', '冒险']"
A806,狼雨,['2003年1月6日'],none,['奇幻']
A807,蝙蝠侠 黑暗骑士归来（上）,none,none,"['科幻', '动作', '冒险']"
A808,为美好的世界献上祝福！,['2016年1月13日'],['Kono Subarashii Sekai ni Shukufuku o!'],"['搞笑', '穿越', '后宫', '奇幻', '日常', '冒险', '战斗']"
A809,我的青春恋爱物语果然有问题 续,['2015年4月2日'],['果然我的青春恋爱喜剧搞错了。续'],"['校园', '恋爱', '后宫', '青春', '日常', '搞笑']"
A810,阿拉蕾,['1981年4月8日'],['怪博士与机器娃娃'],['搞笑']
A811,剧场版 吹响！悠风号～欢迎来到北宇治高中吹奏乐部～,none,['剧场版 吹响！上低音号～欢迎来到北宇治高中吹奏乐部～'],"['百合', '校园', '青春', '励志']"
A812,偶像活动 第一年,['2012年10月8日'],['Aikatsu!'],"['3D', '百合', '子供向', '萌']"
A813,僵尸新娘,none,['地狱新娘'],"['爱情', '奇幻', '恋爱']"
A814,监狱兔 第三季,['2008年10月13日'],['越狱兔'],"['搞笑', '3D']"
A815,大雄与铁人兵团,none,['哆啦A夢：大雄與鐵人兵團'],"['科幻', '搞笑']"
A816,南方公园 第4季,['2000-04-05'],none,['搞笑']
A817,大都会,none,['Metropolis'],['科幻']
A818,欢乐树伙伴,['1999年12月24日(网络版)；2006年11月25日(TV版)'],['快活林'],"['血腥', '猎奇', '惊悚', '恐怖', '搞笑', '治愈', '日常']"
A819,美妙天堂 第二期,['2015年4月4日'],none,"['百合', '萌', '校园', '子供向', '搞笑']"
A820,Promare,none,['普罗米亚'],"['热血', '机战', '战斗', '科幻', '奇幻']"
A821,暗杀教室 第二季,['2016年1月7日'],none,"['搞笑', '校园', '战斗', '治愈', '催泪', '热血', '日常', '青春']"
A822,第一届东方M-1漫才大赛 重制版,none,['第1回东方M-1漫才大赛R'],['搞笑']
A823,忍者杀手,['2015年4月16日'],['NINJA SLAYER'],"['战斗', '搞笑', '热血']"
A824,来自风平浪静的明天,['2013年10月3日'],['nagi no asukara'],"['恋爱', '奇幻', '治愈', '校园', '青春']"
A825,STAR DRIVER 闪亮的拓人,['2010年10月3日'],['银河美少年'],"['机战', '青春', '校园', '科幻']"
A826,NEW GAME!,['2016年7月4日'],['ニューゲーム!'],"['百合', '日常', '萌', '职场', '治愈', '搞笑']"
A827,黑塔利亚,['2009年1月26日'],none,['搞笑']
A828,春之觉醒,none,['初恋'],"['青春', '恋爱']"
A829,剧场版 年轻老板娘是小学生！,none,['温泉屋小老板娘'],['治愈']
A830,恋如雨止,['2018年1月11日'],['爱在雨过天晴时'],"['恋爱', '青春', '治愈', '校园']"
A831,ReLIFE 完结篇,none,['ReLIFE 重返17歲'],"['恋爱', '校园', '青春', '治愈', '日常', '穿越', '搞笑']"
A832,悲惨世界 少女柯塞特,['2007年1月7日'],['孤星泪'],['治愈']
A833,横滨购物纪行,none,['横滨出行购物记'],"['治愈', '科幻', '百合', '日常']"
A834,OTAKU的录像带,none,['御宅族的录影带'],['搞笑']
A835,幻想曲,none,['Walt Disneys Fantasia'],[]
A836,全金属狂潮 TSR OVA 战队长悠闲的一天,none,['全金属狂潮 TSR OVA 战队长悠哉游哉的一天'],"['搞笑', '科幻', '机战']"
A837,笨蛋，测验，召唤兽2,['2011年7月7日'],['笨蛋、测验、召唤兽2'],"['搞笑', '校园', '后宫', '恋爱']"
A838,明日的娜嘉,['2003年2月2日'],['妮嘉寻亲记'],['治愈']
A839,头文字D Second Stage,['1999年10月15日'],['头文字D 第二部'],"['热血', '运动']"
A840,玻璃假面,['2005年4月5日'],none,"['励志', '恋爱']"
A841,银河英雄传说 新战争的序曲,none,['銀河英雄伝説外伝 新たなる戦いの序曲'],['科幻']
A842,噬魂师,['2008年4月10日'],['ソウルイーター'],"['热血', '战斗', '奇幻', '搞笑']"
A843,灌篮高手 剧场版,none,['灌篮高手 剧场版1'],"['热血', '运动']"
A844,阿松,['2015年10月5日'],['小松先生'],"['搞笑', '日常']"
A845,第五届东方M-1漫才大赛,none,['第五届东方M-1相声大赛'],"['搞笑', '奇幻']"
A846,新机动战记高达W 无尽的华尔兹 剧场版,none,['新机动战记钢弹W 无尽的华尔兹 剧场版'],"['科幻', '机战']"
A847,视线之外,none,['敲敲'],"['治愈', '奇幻']"
A848,岩窟王,['2004年10月5日'],['巌窟王'],"['科幻', '奇幻']"
A849,灵笼 下半季,['2020年7月31日'],none,"['科幻', '3D', '战斗', '动作', '恋爱']"
A850,精灵宝可梦 起源,['2013年10月2日'],['神奇宝贝 起源'],"['热血', '战斗', '奇幻', '冒险']"
A851,女子落语,['2012年7月5日'],['少女落语家'],"['搞笑', '日常', '百合', '萌']"
A852,剧场版 空之境界 终章 空之境界,none,['剧场版「空之境界」终章／空之境界'],['奇幻']
A853,精灵宝可梦 太阳&amp;月亮,['2016年11月17日'],['宠物小精灵 日/月'],"['搞笑', '日常', '热血', '治愈']"
A854,妄想学生会＊ OVA,none,none,"['搞笑', '日常', '校园', '后宫', '青春']"
A855,宇宙战舰大和号,['1974年10月6日'],none,['科幻']
A856,枪神,['1998年4月1日'],['トライガン'],"['搞笑', '热血', '科幻']"
A857,钢之炼金术师 PREMIUM COLLECTION,none,['Fullmetal Alchemist: Premium Collection'],"['热血', '奇幻', '战斗']"
A858,大剑,['2007年4月3日'],['クレイモア'],"['百合', '奇幻', '战斗', '动作', '热血', '血腥']"
A859,剧场版 空之境界 Remix,none,['空之境界 总集篇'],"['奇幻', '战斗']"
A860,精灵宝可梦 超世代,['2002-11-21'],['神奇宝贝AG'],"['热血', '奇幻', '战斗', '冒险']"
A861,BanG Dream! 第三季,['2020年1月23日'],none,"['3D', '百合', '日常']"
A862,侦探歌剧 少女福尔摩斯 第二幕,['2012年1月5日'],none,"['搞笑', '百合', '欢乐', '萌']"
A863,冰雪奇缘,none,['アナと雪の女王'],"['百合', '3D', '奇幻', '治愈', '冒险', '恋爱']"
A864,第一届东方M-1漫才大赛,none,none,"['奇幻', '搞笑']"
A865,听着这电波,['2020年4月3日'],['听我的电波吧'],"['职场', '搞笑', '日常']"
A866,剧场版 高达G之复国运动 I 去吧！核心战机,none,['劇場版 Gのレコンギスタ I 行け！コア・ファイター'],['科幻']
A867,圣枪修女,['2003年11月24日'],['CHRNO CRUSADE'],"['治愈', '奇幻', '战斗', '催泪']"
A868,拳愿阿修罗 第二季,['2019年10月31日'],none,"['战斗', '热血', '3D']"
A869,Megalo Box,['2018年4月5日'],none,"['热血', '运动', '战斗', '科幻']"
A870,凸变英雄,['2016年10月4日'],['凸变英雄 BABA'],"['搞笑', '催泪', '战斗', '奇幻', '治愈']"
A871,旋转少女,['2015年1月10日'],['TRG'],"['百合', '青春', '治愈', '奇幻', '萌']"
A872,心灵链环,['2012年7月7日'],['Kokoro Connect'],"['恋爱', '校园', '青春', '奇幻', '治愈']"
A873,银河铁道之夜,none,['銀河鉄道の夜'],"['科幻', '治愈', '3D']"
A874,玩偶游戏,['1996年4月5日'],['小孩子的玩具'],"['恋爱', '校园', '搞笑', '子供向']"
A875,壳中少女 排气,none,['Mardock Scramble The Third Exhaust'],"['科幻', '战斗', '动作']"
A876,Little Busters! EX,none,['小小克星EX'],"['治愈', '催泪', '校园', '恋爱', '青春', '友情', '搞笑', '后宫']"
A877,飙速宅男,['2013年10月7日'],['弱虫脚踏板'],"['运动', '热血', '搞笑', '校园']"
A878,星之声,none,['The voices of a distant star'],"['科幻', '催泪', '恋爱', '爱情', '治愈', '机战']"
A879,剧场版 高达G之复国运动 II 贝尔利出击,none,none,"['科幻', '机战']"
A880,钢之炼金术师 香巴拉的征服者,none,none,"['热血', '奇幻', '战斗']"
A881,落叶,none,['デッド・リーブス'],"['科幻', '战斗']"
A882,城市猎人2,['1988年4月2日'],none,"['热血', '搞笑', '战斗']"
A883,恋爱情结,['2007年4月7日'],none,"['搞笑', '恋爱', '校园', '治愈']"
A884,超译百人一首 歌之恋,['2012年7月2日'],['超訳百人一首 うた恋い'],"['恋爱', '治愈']"
A885,银魂.,['2017年1月8日'],['銀魂. 烙陽決戦篇'],"['搞笑', '热血', '战斗']"
A886,监狱兔 第五季,['2012年12月13日'],['Усавич'],"['搞笑', '3D']"
A887,超时空要塞 ZERO,none,['Macross Zero'],"['科幻', '机战', '爱情']"
